cluster,tool,scenario,scenario_name,category,run,throughput_rps,latency_p50,latency_p99,latency_mean,error_rate,pod_restarts,cpu_spike_pct,memory_spike_mb,baseline_cpu_mean,fault_cpu_mean,baseline_mem_mb,fault_mem_mb,recovery_time_s
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,17,119.8,19.5,68400.0,8.767275999999999,0.014346828046744574,4,1768.9,91.1,0.015816660350374198,0.014573144044562976,21.00944674744898,24.723910696138212,0.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,18,116.19,14.14,70200.0,11.14007,0.014559277056587536,4,1438.3,91.0,0.01641301373547412,0.014778269608938877,20.778466464710885,24.878810975609756,0.00041794776916503906
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,19,119.8,14.9,68400.0,9.435883,0.014190317195325543,4,1801.6,89.5,0.016726004215003486,0.013320656403065262,20.953888977465986,24.667555894308943,0.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,20,119.74,17.41,69600.0,8.955300999999999,0.013813981001426633,3,1978.1,89.0,0.014761699414925288,0.011360157391450795,20.78154894770408,24.662633384146343,0.0004868507385253906
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,21,119.74,18.88,70200.0,9.739288,0.01414528055676381,3,1960.4,90.7,0.015449952498514047,0.014042508658323025,21.000059789540817,24.844623348577237,0.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,22,117.84,13.38,70200.0,11.226286,0.0141081625797783,3,1477.4,89.6,0.016690829028032657,0.013197002605901785,20.943419164540817,24.83076092479675,8.20159912109375e-05
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,23,117.04,14.98,70200.0,11.083675999999999,0.014789898019114742,3,1766.6,91.2,0.01460049424990524,0.012488085343721061,21.09563669217687,24.930735518292682,0.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,24,119.79,14.02,70800.0,9.295853999999999,0.014364967565781464,3,1448.5,92.0,0.016165437636111436,0.013353660888130217,21.25315555909864,24.945471290650406,0.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,25,119.8,11.95,67800.0,8.676511,0.01455550918196995,3,1723.1,89.1,0.016152638192819396,0.01242251241255231,21.12133955144558,24.72931427125506,0.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,26,119.8,14.84,69600.0,9.308278,0.014207707289927657,3,1754.8,92.4,0.016031570426099873,0.014138490384878168,21.300907472363946,25.140243902439025,0.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,27,119.8,13.3,68400.0,8.819674000000001,0.014120756816917084,3,1764.3,93.5,0.015238658801062037,0.013556408878029846,21.44365832270408,25.062579395325205,0.00018477439880371094
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,28,119.73,13.11,69000.0,8.964482,0.01457949128362156,3,2081.3,85.3,0.014665704988959933,0.012128765062418159,21.06021902901786,24.645309324186993,0.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,29,119.74,13.92,69600.0,9.380931,0.014283725947318974,3,1640.1,85.8,0.016456597538754964,0.014498409486016656,21.506118463010203,24.963271722560975,0.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,30,119.74,12.07,69000.0,9.252454,0.0143359198301959,3,1803.7,86.0,0.015786030746302783,0.013904014777243843,20.944535235969386,24.771436737804876,0.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,16,119.8,12.86,240.9,0.026295000000000002,0.0,0,5595.5,102.2,0.017592020037727987,0.053808753966822706,22.975705516581634,25.181439112103174,60.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,17,119.8,16.32,261.89,0.03159,0.0,0,5750.8,100.8,0.017107744784106108,0.05862386978157941,22.671030970982144,25.044363839285715,60.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,18,119.8,18.32,261.89,0.033533,0.0,0,5275.6,102.1,0.018614250000863745,0.04610953319418654,22.3931428039966,24.65477740575397,60.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,19,119.8,15.41,236.54,0.028014,0.0,0,5552.0,102.9,0.017708585815255196,0.059919322233348685,22.260875053146258,24.854895213293652,60.00036907196045
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,20,119.8,17.3,235.13,0.031077,0.0,0,5680.3,101.7,0.017311508272795643,0.05532839939017929,21.400550063775512,24.094091021825395,60.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,21,119.8,16.91,273.92,0.032293999999999996,0.0,0,5501.3,104.1,0.017859113923567174,0.05814010378928759,21.659824085884352,24.30597408234127,60.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,22,119.8,15.39,278.78,0.032752,0.0,0,5670.0,109.5,0.017363819153326514,0.053824803173845207,21.120316485969386,23.937531001984127,60.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,23,119.73,10.95,160.0,0.020215,0.0,0,6019.8,94.2,0.016371414509615476,0.057495902722539,20.916141183035716,23.32753596230159,44.999961137771606
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,24,119.73,14.11,236.54,0.027601,0.0,0,5863.8,97.9,0.016774712536170938,0.05927109329321864,20.892053305697278,23.234793526785715,60.00030303001404
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,25,119.68,11.86,129.02,0.020449000000000002,0.0,0,6139.1,101.3,0.01603698286624099,0.05579163865245407,21.02637416294643,22.95160590277778,60.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,26,119.8,15.91,358.14,0.039403,0.0,0,5110.2,101.5,0.019203570188022025,0.06157535370848384,20.77922379889456,23.476531498015873,60.00033187866211
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,27,119.8,14.88,272.38,0.030698,0.0,0,5889.3,100.9,0.0167113909784183,0.051948721528848156,20.743077699829932,23.313414558531747,60.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,28,119.8,15.42,279.55,0.030405,0.0,0,5737.3,102.6,0.017141347127190034,0.04616606221988217,20.9634553039966,23.438399057539684,60.0
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,29,119.8,17.22,289.28,0.034467,0.0,0,5388.2,99.5,0.018228477772846134,0.05284987279006052,20.760595703125,23.246419270833332,30.000306844711304
bench-b,chaos-mesh,r1,CPU Stress 80%,Resource,30,119.74,13.06,202.62,0.025335,0.00022617349246668292,0,5579.8,99.3,0.017625255257369684,0.053370459828102755,20.437420280612244,22.81504216269841,60.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,16,119.8,15.45,263.93,0.026496,0.0,0,2008.8,241.7,0.017464548206375326,0.027975340904953995,20.847941911139454,30.939127604166668,14.999905109405518
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,17,119.8,19.92,257.54,0.031242000000000002,0.0,0,2044.1,242.3,0.019254935090952073,0.029440053849432643,20.519723905187075,30.749100942460316,60.000218868255615
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,18,119.68,10.15,103.93,0.015212999999999999,0.0,0,1853.1,241.1,0.01661877239321684,0.025202270348050882,20.514415922619047,30.18461681547619,60.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,19,119.8,19.42,265.98,0.031459,0.0,0,2112.8,242.6,0.016852952830659348,0.027078983700403972,20.621205357142856,30.847501240079364,60.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,20,119.8,20.77,269.82,0.032098999999999996,0.0,0,2160.4,242.2,0.017351515591725264,0.026946722335962795,20.684975552721088,30.891229538690474,60.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,21,119.8,15.1,251.13,0.025684000000000002,0.0,0,1797.7,241.2,0.017512853304342033,0.02512213155418069,21.13726349914966,30.220145089285715,59.99972915649414
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,22,119.8,22.8,280.58,0.035501,0.0,0,1929.7,241.5,0.018351336059238173,0.02709201531612795,20.91723798894558,30.90874565972222,0.00036787986755371094
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,23,119.74,11.19,176.77,0.02009,0.0,0,2043.1,241.7,0.016275098689401742,0.0240090938165414,20.4605256164966,30.368133060515873,60.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,24,119.8,14.52,245.38,0.02489,0.0,0,1533.0,241.4,0.017784319300565458,0.023240681805074853,20.96913531037415,30.973121279761905,60.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,25,119.8,14.02,238.34,0.024682,0.0,0,2189.7,241.7,0.017348235507068294,0.028132416412418867,21.075648716517858,31.074993799603174,60.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,26,119.74,11.09,139.9,0.017365,0.0,0,2205.2,241.5,0.01592842763083644,0.025916874342539673,20.58587106717687,30.464812748015873,60.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,27,119.8,14.06,228.86,0.023396999999999998,0.0,0,2075.1,242.3,0.01656952763180377,0.02427856108105521,20.631277901785715,30.719199528769842,0.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,28,119.8,17.17,309.76,0.030238,0.0,0,2031.0,241.7,0.01836458921779606,0.030711319866788385,20.80568399234694,31.010137648809526,14.999640941619873
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,29,119.74,13.56,154.37,0.02135,0.0,0,1965.4,241.6,0.017622102459745402,0.026004116628560243,20.529150722789115,30.613839285714285,60.0
bench-b,chaos-mesh,r2,Memory Pressure 80%,Resource,30,119.8,14.78,282.88,0.028102000000000002,0.0,0,2280.5,241.6,0.016378798353818964,0.02980142488050224,20.824093191964284,30.900530133928573,60.0
bench-b,litmus,a1,HTTP Abort 503,Application,1,97.7,17.97,87600.0,9.827995999999999,0.11041453428863869,0,21790.4,200.9,0.016419742016072044,0.1044274208821451,21.051266209608844,26.40926460597826,60.000298738479614
bench-b,litmus,a1,HTTP Abort 503,Application,10,105.31,17.63,77400.0,7.653359999999999,0.09707220573689417,0,19707.6,204.1,0.018029801589309294,0.11510830833448764,20.84574497767857,25.7342334692029,60.00031900405884
bench-b,litmus,a1,HTTP Abort 503,Application,11,100.09,15.9,87000.0,10.811463,0.11252653927813164,0,21884.2,211.4,0.016249699457230173,0.11628413414823219,20.826643548044217,26.205785778985508,75.00007486343384
bench-b,litmus,a1,HTTP Abort 503,Application,12,101.22,16.62,85800.0,10.108327,0.0991869918699187,0,21491.5,197.2,0.016970827349042036,0.09514234555574926,20.474283854166668,25.604010982789855,74.99966597557068
bench-b,litmus,a1,HTTP Abort 503,Application,13,99.57,17.25,87000.0,11.205543,0.10538538789856892,0,19668.6,214.2,0.01837967588524921,0.10234925439429422,20.893594547193878,26.142181838768117,15.000386953353882
bench-b,litmus,a1,HTTP Abort 503,Application,14,101.24,15.83,82800.0,9.97266,0.10936889108381176,0,21583.3,227.7,0.01668919767930093,0.11735919356487266,20.737298044217688,26.40916553442029,14.999751091003418
bench-b,litmus,a1,HTTP Abort 503,Application,15,102.27,16.58,79200.0,9.561903000000001,0.11989733561476412,0,21227.4,210.8,0.017165061947577498,0.11174658252775857,20.57722151360544,26.244876585144926,74.99961495399475
bench-b,litmus,a1,HTTP Abort 503,Application,2,102.42,17.9,85200.0,9.423191000000001,0.09682274927789757,0,21608.9,172.2,0.016589266457646072,0.105602177714044,20.85162893282313,25.658726788949274,14.999876976013184
bench-b,litmus,a1,HTTP Abort 503,Application,3,108.4,16.96,70200.0,5.983579,0.09915052275522755,0,20865.0,187.6,0.017466888680565586,0.10810594051153617,20.867725605867346,25.85814368206522,60.00032091140747
bench-b,litmus,a1,HTTP Abort 503,Application,4,98.8,12.22,83400.0,9.044797,0.12478124275201889,0,21175.0,239.2,0.01660003064216854,0.09487583919497507,20.24711681547619,25.959493885869566,14.999747037887573
bench-b,litmus,a1,HTTP Abort 503,Application,5,101.16,16.45,85800.0,8.995016,0.10119856666254788,0,21958.4,171.3,0.016661250828346352,0.06622295543901573,20.534598214285715,25.66118942481884,0.0
bench-b,litmus,a1,HTTP Abort 503,Application,6,103.31,16.58,78600.0,9.284063,0.11572897761645493,0,20754.1,257.6,0.017032343229935583,0.11953554500776495,20.765966796875,26.468212182971016,14.9997239112854
bench-b,litmus,a1,HTTP Abort 503,Application,7,112.83,15.14,57600.0,3.935708,0.092117653575583,0,21448.5,176.8,0.016419330381745527,0.09834837699849108,20.768282645089286,25.5509227807971,0.0
bench-b,litmus,a1,HTTP Abort 503,Application,8,99.54,18.17,87000.0,11.060405000000001,0.10466503421862247,0,19515.4,194.2,0.017209164776842194,0.06945352332701483,20.754165338010203,25.860040194746375,0.0
bench-b,litmus,a1,HTTP Abort 503,Application,9,98.66,13.39,89400.0,10.370473,0.10514536663640395,0,21194.8,162.0,0.016789246266876875,0.07395283301684329,20.644810267857142,25.37382529438406,75.00047898292542
bench-b,litmus,a2,gRPC Unavailable,Application,1,119.73,12.06,512.77,0.060076,0.0006611225164410731,0,20079.6,95.0,0.017022979521286483,0.08936777589297044,20.352658641581634,22.670997509057973,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,10,119.8,18.77,5070.0,0.172044,0.0016172787979966611,0,16637.2,107.3,0.018283042240009456,0.10181731076131581,22.696621226615648,25.566505321557973,45.00011610984802
bench-b,litmus,a2,gRPC Unavailable,Application,11,119.8,15.57,10650.0,0.37200900000000003,0.0027998052309404563,0,18615.6,105.5,0.017186562462074118,0.07618904400624675,22.635609321853742,25.667699841485508,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,12,119.74,10.33,318.98,0.044153,0.0007481123212359511,0,20707.8,91.0,0.01665489367066951,0.07919573847149064,22.974449936224488,24.721835371376812,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,13,119.74,14.75,783.36,0.07716200000000001,0.0007307143602769755,0,16738.7,94.4,0.01813066812442944,0.0651786615195888,23.464651094812925,25.425101902173914,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,14,119.8,15.59,3940.0,0.13253600000000001,0.0012520868113522537,0,19331.2,100.6,0.017735334846526646,0.08228671414614673,23.160641209608844,25.552210711050726,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,15,119.74,16.48,875.52,0.075303,0.0010960715404154634,0,17121.8,97.7,0.017581613934874937,0.08799255591781269,22.2466796875,24.9228515625,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,2,119.8,14.5,3560.0,0.1378,0.0015651085141903172,0,18475.3,106.2,0.01750251653843883,0.09218679998523953,20.883749202806122,24.162349977355074,0.0
bench-b,litmus,a2,gRPC Unavailable,Application,3,119.8,18.77,945.66,0.076067,0.0010260155815247636,0,20336.4,102.4,0.017735345882611026,0.09184225771554949,21.225326849489797,23.45513473731884,44.99956774711609
bench-b,litmus,a2,gRPC Unavailable,Application,4,119.8,16.61,5950.0,0.19356700000000002,0.0016868391764051196,0,20485.3,102.2,0.016605368526799322,0.08052306251260145,21.57099011479592,24.279636548913043,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,5,119.8,16.02,560.13,0.05993,0.0009912353923205342,0,18966.3,97.7,0.01800924880523153,0.0849387826362983,21.73496625212585,24.066774230072465,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,6,119.8,14.41,440.06,0.045937,0.0008521146355036171,0,18797.8,98.3,0.018188515987348657,0.06993975734942066,21.717494419642858,24.250707653985508,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,7,119.8,18.11,3390.0,0.127469,0.001530328324986088,0,20424.3,101.9,0.017041382541158247,0.08841226285999954,21.802016900510203,24.32246376811594,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,8,119.8,15.85,399.61,0.036992,0.0003478018920422927,0,20133.2,100.5,0.017231640879016578,0.1069322573415588,21.882433832908163,24.304078917572465,60.0
bench-b,litmus,a2,gRPC Unavailable,Application,9,119.74,12.61,437.25,0.055438,0.0006089286335641463,0,19246.5,97.8,0.017857909848736808,0.11104640701478813,21.75124893707483,24.071600430253625,60.0
bench-b,litmus,n1,Latency 50ms,Network,1,119.8,13.17,409.09,0.043372999999999995,0.0,0,1849.8,99.1,0.016190662950860427,0.02674798263273018,20.804807079081634,22.1642040307971,60.0
bench-b,litmus,n1,Latency 50ms,Network,10,119.8,12.77,232.32,0.031998,0.0,0,2258.5,97.9,0.01555200017642821,0.025786620894542256,20.75497349330357,22.01278023097826,60.0
bench-b,litmus,n1,Latency 50ms,Network,11,119.8,11.81,361.73,0.038602,0.0,0,1973.5,100.7,0.01601521652658419,0.024477977168750945,21.30661405187075,22.47078804347826,60.0
bench-b,litmus,n1,Latency 50ms,Network,12,119.8,13.35,261.38,0.035966,0.0,0,2515.2,98.8,0.015794368990786595,0.023360526669473487,21.07162388392857,22.136011096014492,0.0003619194030761719
bench-b,litmus,n1,Latency 50ms,Network,13,119.74,12.26,221.44,0.033413,0.0,0,2404.0,98.4,0.015089180496440362,0.02372020381742721,21.0443040497449,22.042643229166668,44.99960803985596
bench-b,litmus,n1,Latency 50ms,Network,14,119.8,13.82,269.57,0.037881,0.0,0,2266.7,101.0,0.016223076874519047,0.02024441467445127,21.30881962159864,22.333715466485508,60.0
bench-b,litmus,n1,Latency 50ms,Network,15,119.8,12.61,236.29,0.032714,0.0,0,2236.2,101.0,0.015329537155417032,0.02260780758462533,20.86337425595238,22.084649569746375,60.0
bench-b,litmus,n1,Latency 50ms,Network,2,119.73,11.16,225.15,0.029984999999999998,0.0,0,2406.5,92.0,0.014799947133250663,0.021817693394554645,21.041640093537413,21.850345335144926,60.0
bench-b,litmus,n1,Latency 50ms,Network,3,119.8,13.44,232.19,0.034925,0.0,0,2405.1,99.5,0.015426008130134967,0.02501948277246109,21.126967075892857,22.165746716485508,44.99950385093689
bench-b,litmus,n1,Latency 50ms,Network,4,119.74,12.02,482.56,0.040401000000000006,0.0,0,2040.1,94.5,0.01663845668848713,0.025797675981245976,20.709947650935373,21.755293251811594,29.999844074249268
bench-b,litmus,n1,Latency 50ms,Network,5,119.73,11.74,238.46,0.029989000000000002,0.0,0,2163.8,93.5,0.014622849919779442,0.021560872107964892,20.854458971088434,21.766205276268117,60.0
bench-b,litmus,n1,Latency 50ms,Network,6,119.8,11.76,268.8,0.035261,0.0,0,2158.4,101.2,0.015818048067707046,0.022863250962863586,20.81261293579932,22.193628283514492,15.000146865844727
bench-b,litmus,n1,Latency 50ms,Network,7,119.73,12.06,268.54,0.030966,0.0,0,2062.8,93.6,0.015665690572526918,0.02392016258594847,20.927282631802722,21.94127887228261,60.0
bench-b,litmus,n1,Latency 50ms,Network,8,119.8,12.21,216.83,0.030919000000000002,0.0,0,2275.7,98.0,0.015550636326727454,0.024330089493921347,21.06733630952381,22.065259850543477,59.99992394447327
bench-b,litmus,n1,Latency 50ms,Network,9,119.73,12.71,191.36,0.030271999999999997,0.0,0,2222.3,93.3,0.01592738814419884,0.0214432769970368,20.90791082057823,21.771979732789855,60.0
bench-b,litmus,n2,Latency 100ms,Network,1,119.8,15.73,1020.0,0.08920099999999999,0.0,0,1628.9,106.7,0.016907359271092322,0.024291033258795867,19.572046396683675,21.23828125,59.99990487098694
bench-b,litmus,n2,Latency 100ms,Network,10,119.74,16.24,973.31,0.082328,0.0,0,1832.4,95.5,0.016510481261855406,0.022981816134912007,20.158342633928573,21.400659533514492,45.00041079521179
bench-b,litmus,n2,Latency 100ms,Network,11,119.8,19.04,982.53,0.083471,0.0,0,1738.4,102.8,0.01676423159373037,0.02221452407898831,20.617293792517007,21.788383152173914,60.0
bench-b,litmus,n2,Latency 100ms,Network,12,119.8,20.51,1010.0,0.08679600000000001,0.0,0,1702.4,97.7,0.017656474331221826,0.02288892250878336,20.589518229166668,21.67767776268116,60.0
bench-b,litmus,n2,Latency 100ms,Network,13,119.8,18.7,1010.0,0.087843,1.7390094602114636e-05,0,1748.3,101.5,0.017113908679815583,0.021659449520079803,20.543161405187075,21.793506567028984,60.0
bench-b,litmus,n2,Latency 100ms,Network,14,119.73,14.81,1020.0,0.086732,0.0,0,2280.7,96.4,0.016268500115840842,0.02275312112311881,19.902523118622447,21.25880321557971,60.0
bench-b,litmus,n2,Latency 100ms,Network,15,119.8,20.13,986.62,0.085115,0.0003999721758486366,0,1776.3,99.4,0.0170871941106235,0.022938601125310046,20.396384725765305,21.625877490942027,60.0
bench-b,litmus,n2,Latency 100ms,Network,2,119.8,19.85,1010.0,0.08660899999999999,0.0,0,1591.2,100.5,0.01735075415682883,0.02319019429450583,20.186490221088434,21.471962749094203,0.0
bench-b,litmus,n2,Latency 100ms,Network,3,119.8,16.98,989.18,0.085653,0.0,0,1533.7,101.3,0.017325544514635235,0.02359591622539724,20.3782884247449,21.71082427536232,60.0
bench-b,litmus,n2,Latency 100ms,Network,4,119.74,13.82,996.86,0.081357,0.0,0,1553.0,96.1,0.017165142798154186,0.02223323352083861,20.209947650935373,21.3359375,60.0
bench-b,litmus,n2,Latency 100ms,Network,5,119.8,18.94,992.26,0.08578,0.0,0,1717.2,99.3,0.016401278812436478,0.022957219297614944,20.410621279761905,21.581932178442027,60.0
bench-b,litmus,n2,Latency 100ms,Network,6,119.8,17.5,981.5,0.085521,0.0,0,1899.1,98.8,0.01626300160283473,0.021731709732447826,20.376488095238095,21.598052536231883,60.0
bench-b,litmus,n2,Latency 100ms,Network,7,119.8,17.71,1030.0,0.08820900000000001,0.0,0,1860.5,104.9,0.016484453737166817,0.02145316914880028,20.30488978794643,21.91897361865942,60.0
bench-b,litmus,n2,Latency 100ms,Network,8,119.8,21.26,1010.0,0.087066,0.0,0,1656.6,101.5,0.016785719392506893,0.023781338574080088,20.148856026785715,21.535510076992754,60.0
bench-b,litmus,n2,Latency 100ms,Network,9,119.8,17.28,998.4,0.084872,0.0,0,1720.5,96.9,0.01686281019170095,0.024459385510298297,20.195389229910713,21.468282948369566,60.0
bench-b,litmus,n3,Latency 300ms,Network,1,119.8,18.98,2500.0,0.274886,0.0,0,1585.9,102.9,0.016844742309439664,0.02220892622763564,20.358498086734695,21.99920742753623,0.00035190582275390625
bench-b,litmus,n3,Latency 300ms,Network,10,119.73,12.47,2470.0,0.260187,0.0,0,1479.2,95.2,0.01687185407330482,0.020975465549352826,20.460698341836736,21.758888134057973,60.0
bench-b,litmus,n3,Latency 300ms,Network,11,119.8,17.97,2410.0,0.260268,0.0,0,1810.0,100.1,0.01542841456748137,0.020152763890860747,20.55500637755102,21.89921591938406,60.0
bench-b,litmus,n3,Latency 300ms,Network,12,119.73,14.58,2380.0,0.256945,0.0,0,1671.6,92.9,0.0168925883726622,0.021250635547018743,20.502072704081634,21.628566576086957,60.0
bench-b,litmus,n3,Latency 300ms,Network,13,119.8,18.78,2450.0,0.267901,0.0,0,1780.4,102.7,0.016644786129125556,0.020937975339581142,20.92966092687075,22.249504642210145,60.0
bench-b,litmus,n3,Latency 300ms,Network,14,119.73,11.34,2450.0,0.255862,0.0,0,1758.6,95.1,0.015409279297901781,0.020739070437681976,20.365991709183675,21.703747735507246,15.000405073165894
bench-b,litmus,n3,Latency 300ms,Network,15,119.8,19.73,2570.0,0.274033,0.0,0,1766.4,99.5,0.016778995250186918,0.022588404041367475,20.54816379676871,21.90533004981884,60.0
bench-b,litmus,n3,Latency 300ms,Network,2,119.8,17.42,2440.0,0.26667,0.0,0,1420.7,97.2,0.017949420074275687,0.020816417545199015,20.362975659013607,21.69229789402174,60.0
bench-b,litmus,n3,Latency 300ms,Network,3,119.8,21.14,2450.0,0.26688999999999996,0.0,0,1596.0,102.6,0.017014604264206003,0.021978022721678085,20.623013658588434,21.892266757246375,60.0
bench-b,litmus,n3,Latency 300ms,Network,4,119.8,17.41,2330.0,0.252297,0.0,0,1588.7,101.5,0.01799201254427655,0.022642688630811633,20.66428837159864,21.985054347826086,60.0
bench-b,litmus,n3,Latency 300ms,Network,5,119.8,17.1,2530.0,0.266027,0.0,0,1513.0,100.6,0.017265052949996203,0.023082198816100585,20.81679156037415,22.07989413496377,60.0
bench-b,litmus,n3,Latency 300ms,Network,6,119.8,16.14,2570.0,0.27014499999999997,0.0,0,1540.8,103.4,0.01767868982254281,0.021724359489883133,20.365692761479593,21.887539628623188,60.0
bench-b,litmus,n3,Latency 300ms,Network,7,119.8,21.25,2510.0,0.268628,0.0,0,1453.7,103.2,0.017162981431969912,0.024131522660429474,20.71938775510204,22.016092051630434,60.0
bench-b,litmus,n3,Latency 300ms,Network,8,119.8,16.98,2420.0,0.258103,0.0,0,1611.6,100.4,0.016982142086496985,0.021532978925587427,20.631503773384352,21.877448482789855,60.0
bench-b,litmus,n3,Latency 300ms,Network,9,119.8,19.73,2660.0,0.282934,0.0,0,1681.7,103.1,0.017536357695176575,0.022610914239430607,20.51133343962585,22.009029664855074,15.000265836715698
bench-b,litmus,n4,Packet Loss 5%,Network,1,119.8,16.82,316.16,0.043116,3.478018920422927e-05,0,2379.7,98.7,0.016513404549568497,0.022914524873757627,20.561563297193878,21.538524682971016,0.0
bench-b,litmus,n4,Packet Loss 5%,Network,10,119.74,12.31,286.21,0.036520000000000004,1.7397960958975608e-05,0,1975.4,92.9,0.017345419213249908,0.024518682495997878,20.5361328125,21.360691236413043,0.0
bench-b,litmus,n4,Packet Loss 5%,Network,11,119.8,17.01,304.64,0.043741999999999996,3.478018920422927e-05,0,2217.6,98.2,0.01625854860787799,0.023108044928668754,20.9111328125,21.90129642210145,9.489059448242188e-05
bench-b,litmus,n4,Packet Loss 5%,Network,12,119.8,17.42,300.8,0.046008,8.695047301057317e-05,0,1922.1,98.5,0.01735820976164927,0.0228362864525823,20.747827646683675,21.788255774456523,0.0
bench-b,litmus,n4,Packet Loss 5%,Network,13,119.8,17.55,430.08,0.055735,5.217028380634391e-05,0,2209.2,108.1,0.017172957062005844,0.027861440757993818,20.6869353210034,22.00581691576087,45.00017690658569
bench-b,litmus,n4,Packet Loss 5%,Network,14,119.74,10.29,279.81,0.033465,3.4795921917951215e-05,0,2008.5,99.1,0.01657009017372455,0.024236786485842488,20.237806919642857,21.432051064311594,60.0
bench-b,litmus,n4,Packet Loss 5%,Network,15,119.8,16.35,336.13,0.052838,0.00010434056761268782,0,2058.5,107.7,0.016644957597488214,0.024280005583177396,20.766063456632654,22.15733978713768,45.0001380443573
bench-b,litmus,n4,Packet Loss 5%,Network,2,119.8,13.17,320.51,0.047191000000000004,0.0003478018920422927,0,1972.7,108.8,0.017364163769515606,0.025047169555925633,20.75610517644558,22.08605072463768,29.999544858932495
bench-b,litmus,n4,Packet Loss 5%,Network,3,119.8,15.26,323.07,0.046028,3.477958438396661e-05,0,2139.9,106.2,0.016084107209101126,0.02447483552149104,20.560507015306122,21.88067538496377,0.0002460479736328125
bench-b,litmus,n4,Packet Loss 5%,Network,4,119.8,14.64,307.97,0.046764,0.00010434056761268782,0,1960.5,105.2,0.01751904698152202,0.02605254930928151,20.611633715986393,21.820977694746375,60.00027298927307
bench-b,litmus,n4,Packet Loss 5%,Network,5,119.8,15.0,326.4,0.045374000000000005,5.2169376575949915e-05,0,1942.6,107.0,0.01791444183365096,0.024425170490760807,20.831546290391156,22.1209522192029,30.000038862228394
bench-b,litmus,n4,Packet Loss 5%,Network,6,119.8,13.93,318.46,0.044495,3.478018920422927e-05,0,2000.3,103.6,0.016790968626477172,0.02687266245541118,20.505538504464287,21.673615828804348,60.00035214424133
bench-b,litmus,n4,Packet Loss 5%,Network,7,119.8,18.17,346.37,0.053647,0.0001391207568169171,0,2021.3,100.2,0.016141323519433023,0.025645013849988667,20.997721354166668,21.811127151268117,60.0
bench-b,litmus,n4,Packet Loss 5%,Network,8,119.79,15.83,344.32,0.0438,3.478018920422927e-05,0,2088.5,96.0,0.016839444198499805,0.022985624949381795,20.509227519132654,21.607761548913043,60.0
